Name,GNP def pct,GNP real pct,GNP pct,GNP,GNP real,GNP def,CPI growth,CPI 2010 dollars,SURPLUS millions,SURPLUS pct,GCE,GCEI,M2 US,M2 seasonally adjusted,M1 seasonally adjusted,M1 growth,Unemployment Rate,Unemployment Rate pct,NASDAQ pct ,DJIA pct,Stage
DATE,A001RI1Q225SBEA,A001RL1Q225SBEA,A001RP1Q027SBEA,GNP,GNPC96,GNPDEF,CPALTT01USQ657N,CPALTT01USQ661S,FGOSNTQ027S,FGOSNTQ027S_PCH,GCE,GCEC1,MABMM201USQ189N,MABMM201USQ189S,MANMM101USQ189S,MANMM101USQ657S,Computed Unemployment Rate,UNRATE pct change over one year ago,NASDAQ pct change over one year ago,DJIA pct change (BCB),"NBER (1=Contraction, 2=Expansion)"
1949-04-01,-3.9,-1.4,-5.3,273,2015.3,13.548,0,0,0,0,50.6,572.5,0,0,0,0,5.9,2.2,0,-0.0546583851,1
1949-07-01,-2.1,4.4,2.2,274.5,2037,13.478,0,0,0,0,50.6,577.6,0,0,0,0,6.7,2.9,0,0.0901326006,1
1949-10-01,0.2,-3.7,-3.5,272.1,2017.7,13.486,0,0,0,0,50.1,565.8,0,0,0,0,7,3.2,0,0.0965426552,1
1950-01-01,-0.8,17,16.1,282.4,2098.4,13.459,0,0,0,0,49.2,557.1,0,0,0,0,6.4,1.7,0,0.0295807725,2
1950-04-01,1.4,12.7,14.3,292.1,2162.2,13.507,0,0,0,0,49.9,566.6,0,0,0,0,5.6,-0.3,0,0.0148507644,2
1950-07-01,9,16.7,27.1,310.1,2247.3,13.8,0,0,0,0,50,557.3,0,0,0,0,4.6,-2.1,0,0.0824924681,2
1950-10-01,7.6,7.9,16.1,321.9,2290.3,14.056,0,0,0,0,53.9,597.2,0,0,0,0,4.2,-2.8,0,0.0399805619,2
1951-01-01,15.1,5.5,21.4,337.9,2320.9,14.559,0,0,0,0,62.3,660.9,0,0,0,0,3.5,-2.9,0,0.0532262861,2
1951-04-01,2.7,7.5,10.4,346.3,2363.2,14.655,0,0,0,0,70,748.8,0,0,0,0,3.1,-2.5,0,-0.0213761394,2
1951-07-01,0.3,8.5,8.9,353.8,2412.2,14.666,0,0,0,0,78.3,830.9,0,0,0,0,3.2,-1.4,0,0.1175403891,2
1951-10-01,4.6,1,5.7,358.7,2418.4,14.833,0,0,0,0,83.6,874.8,0,0,0,0,3.4,-0.8,0,-0.007117569,2
1952-01-01,-0.2,4.1,3.9,362.2,2442.9,14.827,0,0,0,0,85.3,900.5,0,0,0,0,3.1,-0.4,0,0.0008542882,2
1952-04-01,0.5,0.8,1.4,363.4,2448,14.846,0,0,0,0,89.2,930.7,0,0,0,0,3,-0.1,0,0.0178134046,2
1952-07-01,4.5,2.9,7.5,370.1,2465.4,15.011,0,0,0,0,91.2,940,0,0,0,0,3.2,0,0,-0.0133085393,2
1952-10-01,1.1,13.6,14.9,383.2,2545.5,15.053,0,0,0,0,93.7,955.6,0,0,0,0,2.8,-0.6,0,0.0786741066,2
1953-01-01,0.2,7.6,7.7,390.4,2592.3,15.059,0,0,0,0,96,985.5,0,0,0,0,2.7,-0.4,0,-0.0412127441,2
1953-04-01,0.8,3.3,4.1,394.3,2613.3,15.088,0,0,0,0,98.2,1005.9,0,0,0,0,2.6,-0.4,0,-0.0414835459,1
1953-07-01,1.7,-2.5,-0.8,393.5,2597.1,15.152,0,0,0,0,96.9,995.2,0,0,0,0,2.7,-0.5,0,-0.0157310072,1
1953-10-01,0.8,-5.9,-5.1,388.3,2557.9,15.182,0,0,0,0,97,992.4,0,0,0,0,3.7,0.9,0,0.0638539615,1
1954-01-01,1.2,-1.7,-0.4,387.9,2547.3,15.229,0,0,0,0,95.1,967.3,0,0,0,0,5.3,2.6,0,0.080491278,1
1954-04-01,0.4,0.4,0.8,388.7,2549.9,15.245,0,0,0,0,92.8,934.3,0,0,0,0,5.8,3.2,0,0.0989094264,1
1954-07-01,0.5,4.6,5.2,393.6,2578.8,15.264,0,0,0,0,91.4,914.3,0,0,0,0,6,3.3,0,0.080742362,2
1954-10-01,1.1,8.3,9.5,402.7,2630.7,15.307,0,0,0,0,91.6,908.6,0,0,0,0,5.3,1.6,0,0.1218720524,2
1955-01-01,2,11.9,14.1,416.2,2705.7,15.382,0,0.1228739167,0,0,92.2,909.2,0,0,0,0,4.7,-0.6,0,0.0131308885,2
1955-04-01,1.7,6.6,8.4,424.6,2749.1,15.446,0,0.1227057637,0,0,92.8,900.5,0,0,0,0,4.4,-1.4,0,0.1017329753,2
1955-07-01,2.9,5.5,8.5,433.4,2786.1,15.555,0.4993757803,0.1227974835,0,0,94.4,906.1,0,0,0,0,4.1,-1.9,0,0.0337631264,2
1955-10-01,4,2.5,6.6,440.3,2803.1,15.708,0.1242236025,0.1231643626,0,0,93.6,888.3,0,0,0,0,4.2,-1.1,0,0.0466760962,2
1956-01-01,4.1,-1.2,2.8,443.3,2794.3,15.866,-0.2481389578,0.1231796492,0,0,95.2,888.1,0,0,0,0,4,-0.7,0,0.0478910729,2
1956-04-01,2.4,3.3,5.8,449.6,2817,15.96,0.8706467662,0.1239898405,0,0,98.6,905.9,0,0,0,0,4.2,-0.2,0,-0.0371441412,2
1956-07-01,5.1,-0.3,4.8,454.9,2815.2,16.159,1.2330456227,0.1252739173,0,0,98.6,898.3,297644444333.333,0,0,0,4.1,0,0,-0.035573684,2
1956-10-01,1.7,6.3,8.1,463.8,2858.5,16.227,0.6090133983,0.1263439812,0,0,101.7,920.7,305944444333.333,0,0,0,4.1,-0.1,0,0.0509626512,2
1957-01-01,5.5,3,8.7,473.7,2879.9,16.447,0.6053268765,0.1273834719,0,0,105.7,940.7,321522222333.333,0,0,0,3.9,-0.1,0,-0.0493723347,2
1957-04-01,2.9,-0.7,2.2,476.2,2875.1,16.563,1.083032491,0.1284688225,0,0,106.2,935.7,340700000000,0,0,0,4.1,-0.1,0,0.0599818875,2
1957-07-01,2.4,3.8,6.3,483.5,2902,16.663,1.0714285714,0.1296153196,0,0,107.8,943.5,360622222333.333,0,0,0,4.2,0.1,0,-0.093365654,2
1957-10-01,0.2,-4.6,-4.3,478.2,2868.1,16.673,0.2355712603,0.1302420714,0,0,110.4,959.3,383111111000,0,0,0,4.9,0.8,0,-0.0451676529,1
1958-01-01,4.4,-9.9,-5.9,471,2794.6,16.853,1.0575793184,0.1317860208,0,0,110.2,950.8,404588889000,0,0,0,6.3,2.4,0,0.0254079736,1
1958-04-01,1.2,2.7,3.9,475.5,2813.2,16.902,0.8139534884,0.1326726453,0,0,114,974.7,430444444333.333,0,0,0,7.4,3.3,0,0.0703285881,1
1958-07-01,2.4,9.4,12.1,489.3,2877.3,17.004,0.1153402537,0.1325962121,0,0,115.5,980.6,455988889000,0,0,0,7.3,3.1,0,0.1127399724,2
1958-10-01,1.9,9.6,11.7,503,2944,17.085,0,0.1327337918,0,0,118.4,1000.7,473300000000,0,0,0,6.4,1.5,0,0.0969009002,2
1959-01-01,1.1,7.6,8.8,513.6,2998.3,17.131,0,0.1329630912,-471,0,117.6,989.4,288466666666.667,287833333333.333,139333333333.333,0,5.8,-0.5,0,0.0309432023,2
1959-04-01,0.6,10,10.7,526.8,3070.8,17.156,0.3456221198,0.1331923906,-481,2.1,119,1001.7,290966666666.667,292133333333.333,140533333333.333,0.8612440191,5.1,-2.3,0,0.0696182546,2
1959-07-01,1.5,-0.6,0.9,528,3066.2,17.221,0.6888633754,0.1338802889,-555,15.4,119.9,1010.3,295100000000,296100000000,141533333333.333,0.7115749526,5.3,-2,0,-0.0185208204,2
1959-10-01,1.6,1.7,3.3,532.4,3079.3,17.288,0.5701254276,0.1346904802,-498,-10.3,119,1002.1,298433333333.333,297133333333.333,140266666666.667,-0.8949599623,5.6,-0.8,0,0.0754812563,2
1960-01-01,1.7,9.1,10.9,546.3,3146.8,17.36,-0.1133786848,0.1348127732,-583,17.1,117.4,985.2,299400000000,298700000000,139900000000,-0.2614068441,5.1,-0.7,0,-0.0923957843,2
1960-04-01,1,-1.5,-0.4,545.7,3135.3,17.405,0.5675368899,0.1356229645,-608,4.3,118.9,995.8,300033333333.333,301100000000,139600000000,-0.2144388849,5.2,0.1,0,0.0389724128,2
1960-07-01,1.5,1.1,2.6,549.2,3143.9,17.468,0.2257336343,0.1356993976,-778,28,122.9,1020,305500000000,306466666666.667,140900000000,0.9312320917,5.5,0.2,0,-0.0944085417,1
1960-10-01,1.2,-4.6,-3.4,544.4,3107.2,17.521,0.6756756757,0.1365707354,-816,4.9,124.9,1026.8,312300000000,310933333333.333,140833333333.333,-0.0473148805,6.3,0.7,0,0.0616230565,1
1961-01-01,0.9,2.9,3.8,549.5,3129.4,17.56,0,0.1368458947,-903,10.7,126.8,1042,317100000000,316300000000,141533333333.333,0.4970414201,6.8,1.7,0,0.0986215071,1
1961-04-01,1,7.4,8.5,560.8,3186,17.603,0,0.1368000349,-990,9.6,127.9,1044.4,320966666666.667,322133333333.333,142566666666.667,0.7300989166,7,1.8,0,0.0108330993,2
1961-07-01,1.1,6.9,8,571.7,3239.3,17.65,0.5592841163,0.1373350668,-928,-6.3,130.6,1066.4,326500000000,327566666666.667,143400000000,0.5845218611,6.8,1.3,0,0.0252207731,2
1961-10-01,1.3,8.4,9.8,585.2,3305,17.707,0.1112347052,0.137533793,-749,-19.3,134.2,1089.7,334700000000,333333333333.333,144700000000,0.9065550907,6.2,-0.1,0,0.0426833616,2
1962-01-01,2.1,7.3,9.6,598.8,3364,17.8,0.2222222222,0.138068825,-817,9.1,137.8,1110.7,341166666666.667,340233333333.333,145633333333.333,0.6450126699,5.6,-1.2,0,-0.0330853188,2
1962-04-01,0.7,4.6,5.3,606.6,3402.1,17.829,0.44345898,0.1385885703,-906,10.9,139.1,1116,346233333333.333,347433333333.333,146600000000,0.6637674525,5.5,-1.5,0,-0.2060541764,2
1962-07-01,0.8,3.9,4.7,613.6,3434.5,17.866,0.4415011038,0.1389860227,-900,-0.7,142.7,1141.7,351633333333.333,352833333333.333,146466666666.667,-0.090950432,5.6,-1.2,0,0.0315350627,2
1962-10-01,0.8,2,2.8,617.9,3451.4,17.902,0.2197802198,0.1393223285,-982,9.1,144.2,1149.6,361266666666.667,359900000000,147266666666.667,0.5461993628,5.5,-0.7,0,0.1262910636,2
1963-01-01,1.8,4.3,6.2,627.2,3488.2,17.98,0.1096491228,0.1397656407,-738,-24.8,144.4,1134.1,368966666666.667,367933333333.333,148800000000,1.0411951109,5.8,0.2,0,0.0466492869,2
1963-04-01,0.7,5.2,5.9,636.2,3532.3,18.01,0.3285870756,0.1400255134,-760,3,144.8,1135.1,374633333333.333,375933333333.333,150166666666.667,0.9184587814,5.7,0.2,0,0.0356912618,2
1963-07-01,0.5,8,8.6,649.4,3601.2,18.033,0.5458515284,0.1408815646,-720,-5.3,150.6,1185.4,382200000000,383566666666.667,151700000000,1.0210876804,5.5,-0.1,0,0.036654029,2
1963-10-01,3.3,3,6.3,659.5,3627.6,18.179,0.434310532,0.1412637303,-646,-10.3,151.7,1173.7,392500000000,391000000000,153166666666.667,0.966820479,5.6,0.1,0,0.0411577669,2
1964-01-01,1.3,9.2,10.5,676.2,3707.9,18.237,0.2162162162,0.1418446221,-664,2.8,153.3,1177.3,398666666666.667,397533333333.333,154166666666.667,0.6528835691,5.5,-0.3,0,0.0659807327,2
1964-04-01,1,4.7,5.7,685.6,3750.5,18.281,0.1078748652,0.1420739215,-677,2,155.1,1187.9,403000000000,404333333333.333,155233333333.333,0.6918918919,5.2,-0.5,0,0.0223905372,2
1964-07-01,1.7,5.6,7.3,697.9,3801.9,18.356,0.4310344828,0.1423949407,-931,37.5,156.8,1189.4,412033333333.333,413466666666.667,157766666666.667,1.6319519004,5,-0.5,0,0.0527600722,2
1964-10-01,1.8,1.2,3.1,703.1,3813.2,18.439,0.321888412,0.1430522657,-774,-16.9,156.9,1189,423700000000,421933333333.333,159833333333.333,1.309951405,5,-0.6,0,-0.0014165439,2
1965-01-01,2.1,10.6,12.8,724.7,3910.3,18.533,0.2139037433,0.143495578,-817,5.6,157.8,1187.7,431533333333.333,430366666666.667,161033333333.333,0.7507820647,4.9,-0.6,0,0.0170683994,2
1965-04-01,1.8,5.6,7.6,738,3964.3,18.616,0.7470651014,0.1444127756,-770,-5.8,160.6,1202,436100000000,437533333333.333,161966666666.667,0.579590147,4.7,-0.5,0,-0.0236432147,2
1965-07-01,1.6,8.1,9.8,755.4,4042,18.69,0.4237288136,0.1448408012,-902,17.1,167.6,1241.7,444600000000,446066666666.667,163833333333.333,1.1525005145,4.4,-0.6,0,0.0720597214,2
1965-10-01,2.7,9.4,12.4,777.9,4133.9,18.817,0.4219409283,0.1456051326,-1012,12.2,173.5,1265.4,457800000000,455833333333.333,166833333333.333,1.8311291963,4.1,-0.9,0,0.0415654753,2
1966-01-01,2.6,10.3,13.2,802.3,4236.3,18.939,0.7352941176,0.1469656425,-1025,1.3,177.9,1289,465566666666.667,464600000000,169733333333.333,1.7382617383,3.9,-1,0,-0.0459009966,2
1966-04-01,3.3,1.6,5,812.2,4253.6,19.095,1.1470281543,0.1482955792,-1129,10.1,182.6,1313.4,468633333333.333,470200000000,171566666666.667,1.0801256874,3.8,-0.9,0,-0.0591174022,2
1966-07-01,3.9,2.8,6.8,825.8,4283,19.28,0.9278350515,0.1495796559,-1369,21.3,190.4,1349.1,471666666666.667,472966666666.667,171033333333.333,-0.3108606956,3.8,-0.6,0,-0.1101942305,2
1966-10-01,3.4,3.6,7.1,840.1,4320.7,19.444,0.8171603677,0.1508025862,-1255,-8.3,194.7,1372.4,479566666666.667,477733333333.333,171533333333.333,0.2923406743,3.7,-0.4,0,0.0148149105,2
1967-01-01,1.7,3.7,5.4,851.3,4359.8,19.525,0.1013171226,0.1511847519,-1306,4.1,203.6,1429.8,486033333333.333,485466666666.667,173233333333.333,0.9910610183,3.8,-0.1,0,0.1021904313,2
1967-04-01,2,0.3,2.3,856.1,4362.8,19.624,0.8097165992,0.1521019496,-1196,-8.4,204.8,1424.2,495700000000,497100000000,175633333333.333,1.3854146623,3.8,0,0,-0.0066052334,2
1967-07-01,3.9,3.8,7.8,872.3,4403.1,19.811,0.9036144578,0.1536306124,-1158,-3.2,209.4,1440.2,509666666666.667,510600000000,179500000000,2.2015562725,3.8,0,0,0.077185967,2
1967-10-01,4.5,3.1,7.8,888.8,4437.4,20.029,0.8955223881,0.1553121415,-1449,25.1,214.4,1451.4,522966666666.667,521400000000,182433333333.333,1.6341689879,3.9,0.2,0,-0.023255563,2
1968-01-01,4.5,8.4,13.3,917,4527.7,20.252,1.1834319527,0.1568408043,-1044,-28,220.9,1477.2,530533333333.333,530333333333.333,184833333333.333,1.315549059,3.7,-0.1,0,-0.0711957663,2
1968-04-01,4.3,6.9,11.5,942.3,4604.2,20.466,0.9746588694,0.1583694671,-1000,-4.2,224.8,1485,538166666666.667,539066666666.667,188000000000,1.7132551849,3.6,-0.2,0,0.0679577004,2
1968-07-01,4,3,7.1,958.6,4638.1,20.668,1.3513513514,0.160509595,-983,-1.7,228.6,1489.7,548966666666.667,549533333333.333,191666666666.667,1.9503546099,3.5,-0.3,0,0.0423145467,2
1968-10-01,5.8,1.8,7.6,976.4,4658.4,20.96,1.1428571429,0.1624968567,-1088,10.7,232.7,1491,563566666666.667,562266666666.667,195800000000,2.1565217391,3.4,-0.5,0,0.0085061819,2
1969-01-01,4.2,6.3,10.8,1001.8,4730.4,21.177,1.2241054614,0.1644841183,-1255,15.3,235,1494.7,571800000000,571866666666.667,199333333333.333,1.8045624787,3.4,-0.3,0,-0.0087629139,2
1969-04-01,5.2,1.2,6.4,1017.5,4744.3,21.447,1.6744186047,0.1670828451,-1266,0.9,238.2,1490,576533333333.333,576900000000,200933333333.333,0.8026755853,3.4,-0.2,0,-0.0665861376,2
1969-07-01,5.8,2.4,8.3,1038,4772.4,21.749,1.4638609332,0.1693758393,-1297,2.4,244,1493.5,580100000000,580566666666.667,201833333333.333,0.4479097545,3.6,0.1,0,-0.0688280901,2
1969-10-01,5.2,-1.7,3.4,1046.8,4751.7,22.029,1.4427412083,0.1719745661,-1233,-4.9,244.3,1473.9,586200000000,585566666666.667,203466666666.667,0.8092485549,3.6,0.2,0,-0.0156563234,1
1970-01-01,5.7,-0.6,5.1,1059.8,4744.1,22.339,1.3333333333,0.1747261592,-1978,60.4,249.4,1466.9,587566666666.667,587733333333.333,205633333333.333,1.0648754915,4.2,0.8,0,-0.0184791844,1
1970-04-01,5.7,0.8,6.5,1076.7,4753.5,22.652,1.6666666667,0.1771720197,-2585,30.7,250.7,1450.2,593733333333.333,591700000000,207166666666.667,0.7456638029,4.8,1.4,0,-0.129892944,1
1970-07-01,3.3,3.5,7,1095,4794.9,22.838,1.1216566005,0.179006415,-2538,-1.8,256.2,1456.5,604300000000,605066666666.667,209900000000,1.319388576,5.2,1.6,0,0.1128699545,1
1970-10-01,5.4,-4.2,0.9,1097.5,4743.3,23.139,1.3651877133,0.1816051418,-2751,8.4,260.4,1457.2,620000000000,621333333333.333,213666666666.667,1.79450532,5.8,2.2,0,0.10285534,2
1971-01-01,6.3,11.6,18.6,1145.2,4874.8,23.493,0.7575757576,0.1831338046,-3066,11.5,263.7,1436.1,641166666666.667,641266666666.667,217233333333.333,1.6692667707,5.9,1.7,0,0.0780169742,2
1971-04-01,5.4,2.4,7.9,1167.3,4904.2,23.803,1.0860484545,0.1848153337,-2495,-18.6,268,1432.8,668500000000,666033333333.333,221833333333.333,2.1175387448,5.9,1.1,0,-0.0146289682,2
1971-07-01,4.1,2.9,7.1,1187.6,4938.9,24.045,1.0743801653,0.1866497291,-2815,12.8,271.7,1432.4,685233333333.333,685866666666.667,225666666666.667,1.7280240421,6,0.8,0,-0.0044325246,2
1971-10-01,3.4,1.3,4.7,1201.3,4955,24.245,0.4905968929,0.1880255256,-2749,-2.3,274,1422.6,702666666666.667,704433333333.333,227766666666.667,0.9305760709,5.9,0.1,0,0.0033927344,2
1972-01-01,6.3,7.5,14.2,1242,5044.7,24.619,0.7323026851,0.1895541884,-2734,-0.5,284.3,1429.3,725300000000,725633333333.333,232233333333.333,1.9610712718,5.8,-0.1,0,0.056728825,2
1972-04-01,2.5,9.5,12.2,1278.2,5160.2,24.771,0.8077544426,0.1907771187,-2466,-9.8,289,1438,746533333333.333,743800000000,236033333333.333,1.6362853452,5.7,-0.2,0,-0.0124056554,2
1972-07-01,3.8,3.9,7.9,1302.8,5210.3,25.003,0.9615384615,0.1923057815,-2381,-3.4,286.3,1409.3,768400000000,768833333333.333,240966666666.667,2.0901002683,5.6,-0.4,0,0.0260917301,2
1972-10-01,5.2,6.7,12.3,1341,5296,25.322,0.9523809524,0.1942930431,-1927,-19.1,293.5,1420.1,792300000000,794366666666.667,246866666666.667,2.4484714345,5.4,-0.5,22.4,0.0700221343,2
1973-01-01,4.7,10.6,15.9,1391.4,5431.3,25.617,1.2578616352,0.1973503688,-2856,48.2,301.3,1431.6,812666666666.667,813233333333.333,251800000000,1.9983796921,4.9,-0.9,2.8,-0.0676555362,2
1973-04-01,6.2,4.8,11.3,1429.2,5495.2,26.008,2.251552795,0.2014777583,-3227,13,304.9,1424.5,829466666666.667,826600000000,254766666666.667,1.1781837437,4.9,-0.8,-18.4,-0.0623547597,2
1973-07-01,7.9,-1.6,6.1,1450.7,5473.3,26.505,2.2019741838,0.2054522816,-3586,11.1,305.6,1406.4,838033333333.333,838200000000,257700000000,1.151380348,4.8,-0.8,-18.5,0.0621166074,2
1973-10-01,8.2,3.8,12.3,1493.4,5524.2,27.033,2.3031203566,0.2106497352,-3870,7.9,313.7,1415.8,847033333333.333,849000000000,260966666666.667,1.267623852,4.8,-0.6,-22.3,-0.1016154577,1
1974-01-01,7.8,-2.6,5,1511.7,5488.3,27.545,2.8322440087,0.2169172527,-3623,-6.4,326.1,1442.4,863733333333.333,864666666666.667,265266666666.667,1.6477200153,5.1,0.2,-25.4,-0.0049126766,1
1974-04-01,9.8,0.8,10.7,1550.6,5499.1,28.198,2.8248587571,0.2227261714,-2831,-21.9,337.3,1451.6,877966666666.667,875100000000,267766666666.667,0.9424478512,5.2,0.3,-20.8,-0.0522865782,1
1974-07-01,12.1,-4.2,7.4,1578.7,5440.9,29.015,3.021978022,0.2289936889,-3104,9.6,348.3,1453.5,884533333333.333,884466666666.667,270133333333.333,0.8838541018,5.6,0.8,-37.3,-0.2424446355,1
1974-10-01,12.3,-2.1,9.9,1616.3,5411.7,29.867,3,0.2360255378,-3440,10.8,360.8,1459.9,896433333333.333,898000000000,273400000000,1.2092793682,6.6,1.8,-40,0.0137693915,1
1975-01-01,9.4,-5.2,3.7,1630.9,5339.2,30.547,1.8122977346,0.2410701251,-4043,17.5,371.7,1476.1,913700000000,915133333333.333,275100000000,0.6217995611,8.3,3.2,-25.1,0.2465110996,2
1975-04-01,6.1,3.1,9.4,1668.1,5380.3,31.004,1.5257469803,0.2439745845,-4214,4.2,375.8,1466.2,951400000000,948666666666.667,279266666666.667,1.5146007512,8.9,3.7,-4.3,0.1442947341,2
1975-07-01,7.3,7,14.8,1726.8,5471.9,31.558,2.1289918597,0.2488663054,-4614,9.5,387,1489.5,983500000000,983233333333.333,284500000000,1.873955598,8.5,2.9,21.1,-0.0968270401,2
1975-10-01,6.8,6.1,13.4,1781.8,5553.5,32.085,1.5941140405,0.2534522939,-4807,4.2,397.3,1503.4,1006066666666.67,1006966666666.67,286433333333.333,0.6795547745,8.3,1.7,25.9,0.0737265078,2
1976-01-01,4.3,9.1,13.8,1840.3,5676.2,32.421,0.9656004828,0.2563567532,-2904,-39.6,402.9,1506.5,1036733333333.33,1038966666666.67,290633333333.333,1.466309787,7.7,-0.6,24.7,0.1724991495,2
1976-04-01,4.1,3.2,7.4,1873.6,5720.7,32.751,1.2552301255,0.2586497474,-2935,1.1,403.2,1491.4,1072666666666.67,1070166666666.67,295600000000,1.7089115724,7.6,-1.3,10.2,0.0033318325,2
1976-07-01,5.3,2.1,7.5,1907.6,5750.1,33.176,1.5938606848,0.262777137,-2862,-2.5,404.9,1483.9,1099100000000,1098600000000,298600000000,1.0148849797,7.7,-0.8,14,-0.0125550968,2
1976-10-01,7.3,3.1,10.6,1956.3,5794.1,33.763,1.1621150494,0.266598794,-2921,2.1,412.3,1484.4,1137866666666.67,1138400000000,303933333333.333,1.7861129716,7.8,-0.5,18.5,0.014603258,2
1977-01-01,6.6,5.3,12.2,2013.3,5868.7,34.306,1.7231476163,0.271490515,-3094,5.9,422.7,1497.3,1174233333333.33,1177100000000,311233333333.333,2.4018425093,7.5,-0.2,9.8,-0.0851241726,2
1977-04-01,5.8,7.9,14.1,2080.9,5981.4,34.79,2.2021456804,0.2762293697,-3184,2.9,433.1,1512,1210633333333.33,1208800000000,317333333333.333,1.9599443076,7.1,-0.5,8.1,-0.0030789986,2
1977-07-01,5,7.2,12.5,2143.3,6085.5,35.219,1.4364640884,0.2800510268,-3652,14.7,439.1,1515.4,1237633333333.33,1236633333333.33,322333333333.333,1.5756302521,6.9,-0.8,10.4,-0.0755102041,2
1977-10-01,9,-0.4,8.5,2187.5,6079.3,35.982,1.0893246187,0.2841784164,-3786,3.7,448.1,1512.1,1263033333333.33,1262233333333.33,328633333333.333,1.9544984488,6.7,-1.1,10.9,-0.0188169187,2
1978-01-01,6.1,2,8.2,2230.8,6108.8,36.518,1.724137931,0.2890701373,-3808,0.6,454.8,1513.9,1282433333333.33,1285800000000,335566666666.667,2.1097474389,6.3,-1.2,6.5,-0.0888025314,2
1978-04-01,7.6,15.5,24.3,2355.3,6333.4,37.189,2.5423728814,0.2956433874,-3293,-13.5,473.3,1554.1,1310400000000,1309800000000,343900000000,2.4833614781,6,-1.1,21.6,0.0813219605,2
1978-07-01,6.9,4.3,11.4,2419.8,6399.6,37.811,2.3760330579,0.3025223701,-1877,-43,484,1566.4,1335400000000,1334200000000,349800000000,1.7156150044,6,-0.9,29.1,0.0572318212,2
1978-10-01,8.7,6,15.2,2506.8,6493.2,38.606,2.0181634712,0.309554219,-2602,38.6,497.4,1580.6,1361400000000,1359133333333.33,355333333333.333,1.5818562988,5.9,-0.8,18.4,-0.0702339978,2
1979-01-01,7.3,0.9,8.3,2557.2,6507.6,39.296,2.4727992087,0.3173503993,-2525,-3,502.9,1566.9,1376166666666.67,1379066666666.67,360333333333.333,1.4071294559,5.9,-0.4,22.5,0.0710177513,2
1979-04-01,10,1,11.1,2625.4,6523.5,40.245,3.4749034749,0.3274395739,-2492,-1.3,517.3,1583,1411200000000,1411766666666.67,370333333333.333,2.7752081406,5.7,-0.3,13.6,-0.0234289823,2
1979-07-01,8.8,3.8,12.9,2706.5,6584.4,41.104,3.3115671642,0.3379873473,-2467,-1,531.8,1585.1,1446033333333.33,1445166666666.67,378433333333.333,2.1872187219,5.9,-0.1,11.3,0.043468966,2
1979-10-01,8.2,1,9.3,2767.2,6600.6,41.924,2.8442437923,0.3486879869,-3186,29.1,550.2,1595.4,1469666666666.67,1466666666666.67,381133333333.333,0.7134678059,6,0.1,18.9,-0.0453458991,2
1980-01-01,8.6,1.4,10.1,2834.5,6623.3,42.796,3.950834065,0.3624459522,-3161,-0.8,571.2,1620.2,1489900000000,1492366666666.67,388100000000,1.8278817562,6.3,0.4,21.5,-0.0631781005,1
1980-04-01,9.1,-8.2,0.2,2835.7,6483.9,43.735,3.6739864865,0.3746752547,-3582,13.3,586.9,1625.9,1513100000000,1514566666666.67,385900000000,-0.5668642103,7.3,1.6,9.3,0.1045752466,1
1980-07-01,9.5,-0.9,8.5,2894.5,6469.3,44.741,1.83299389,0.3817071036,-3546,-1,591.8,1601.9,1560966666666.67,1560333333333.33,399333333333.333,3.4810399931,7.7,1.8,22.9,0.0743156051,2
1980-10-01,11.5,6.6,18.8,3022.1,6573,45.977,2.64,0.3924077433,-4275,20.6,613.4,1601.8,1597433333333.33,1593466666666.67,409400000000,2.5208681135,7.4,1.4,39,0.0338581326,2
1981-01-01,10.4,8.7,20,3163.2,6711.9,47.128,2.6500389712,0.4032612492,-4257,-0.4,636,1622.8,1618100000000,1620733333333.33,415033333333.333,1.3759973946,7.4,1.1,30.7,0.0413697238,2
1981-04-01,7.7,-3.1,4.4,3197.3,6659.5,48.011,2.3158694002,0.4116688947,-1962,-53.9,649,1627.9,1662333333333.33,1664566666666.67,425766666666.667,2.5861376596,7.4,0.1,49,-0.0268859514,2
1981-07-01,7.4,4.9,12.6,3293.9,6739.2,48.877,2.8200371058,0.4231338658,-2368,20.7,655.2,1621.6,1695366666666.67,1694066666666.67,426933333333.333,0.2740155014,7.4,-0.3,12.8,-0.1299033658,1
1981-10-01,7.7,-4,3.4,3321.2,6669.8,49.794,1.4435221942,0.4300128484,-1866,-21.2,678.8,1639.9,1742566666666.67,1737800000000,432133333333.333,1.217988757,8.2,0.8,-1.4,0.0294359867,1
1982-01-01,5.7,-6.7,-1.4,3309.8,6555.4,50.489,0.8182141587,0.4338345054,-1771,-5.1,687.4,1638.2,1773266666666.67,1777133333333.33,442433333333.333,2.3835236038,8.8,1.4,-9.3,-0.0596914286,1
1982-04-01,4.9,2.7,7.8,3372.2,6599.7,51.096,1.5172900494,0.440102023,-1936,9.3,701,1648.9,1811833333333.33,1815100000000,447100000000,1.0547728471,9.4,2,-17.5,-0.0131750064,1
1982-07-01,5.9,-2.2,3.6,3402.1,6563.7,51.832,1.8769551616,0.447745337,-2318,19.7,714.5,1659.3,1847000000000,1845400000000,452100000000,1.1183180497,9.9,2.5,-13.3,0.1038513172,1
1982-10-01,4.5,0.2,4.8,3441.9,6567.5,52.408,0.2388263391,0.4491211335,-2535,9.4,737.2,1685.8,1893666666666.67,1886866666666.67,470266666666.667,4.0182850402,10.7,2.5,13.3,0.1676875872,2
